collision_id,crash_date_crash,crash_time_crash,borough,zip_code,latitude,longitude,number_of_persons_injured,number_of_persons_killed,contributing_factor_vehicle_1,vehicle_type_code1
4513752,2022-03-26,19:00,BROOKLYN,11234.0,40.617645,-73.92092,0,0,BACKING UNSAFELY,SEDAN
4513924,2022-03-26,2:05,UNKNOWN,,,,0,0,DRIVER INATTENTION/DISTRACTION,TAXI
4513860,2022-03-26,16:40,BROOKLYN,11217.0,40.68651,-73.98378,2,0,PASSING OR LANE USAGE IMPROPER,STATION WAGON/SPORT UTILITY VEHICLE
4514251,2022-03-24,18:05,BROOKLYN,11206.0,40.69831,-73.9498,0,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4513478,2022-03-26,3:35,UNKNOWN,,40.692455,-73.76814,1,0,REACTION TO UNINVOLVED VEHICLE,SEDAN
4514302,2022-03-20,10:34,MANHATTAN,10024.0,40.778805,-73.974075,1,0,BACKING UNSAFELY,SEDAN
4513708,2022-03-26,14:54,MANHATTAN,10001.0,40.747894,-73.989174,0,0,PASSING OR LANE USAGE IMPROPER,SEDAN
4514189,2022-03-25,6:35,BRONX,10472.0,40.83578,-73.871445,0,0,FOLLOWING TOO CLOSELY,STATION WAGON/SPORT UTILITY VEHICLE
4514419,2022-03-25,14:00,UNKNOWN,,40.61763,-74.133575,0,0,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE
4514234,2022-03-21,19:13,UNKNOWN,,40.731407,-73.99698,1,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4513496,2022-03-26,5:02,BROOKLYN,11223.0,40.60784,-73.961975,0,0,FELL ASLEEP,STATION WAGON/SPORT UTILITY VEHICLE
4514266,2022-03-25,9:45,UNKNOWN,,40.752563,-73.74328,0,0,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE
4513680,2022-03-26,22:54,BROOKLYN,11217.0,40.67848,-73.98232,0,0,FAILURE TO YIELD RIGHT-OF-WAY,TAXI
4513861,2022-03-26,21:00,BROOKLYN,11219.0,40.629475,-74.004166,0,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4514326,2022-03-26,17:29,BROOKLYN,11213.0,40.668797,-73.93113,1,0,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE
4513739,2022-03-26,2:10,MANHATTAN,10018.0,40.754707,-73.99164,1,0,FAILURE TO YIELD RIGHT-OF-WAY,BIKE
4514180,2022-03-25,0:00,BRONX,10458.0,40.85713,-73.8808,0,0,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE
4514209,2022-03-26,4:00,BRONX,10468.0,40.857418,-73.89996,0,0,UNSAFE SPEED,STATION WAGON/SPORT UTILITY VEHICLE
4513795,2022-03-26,4:34,QUEENS,11385.0,40.702972,-73.888054,0,0,UNSAFE SPEED,SEDAN
4514297,2022-03-09,11:56,UNKNOWN,,40.786366,-73.97598,1,0,FAILURE TO YIELD RIGHT-OF-WAY,STATION WAGON/SPORT UTILITY VEHICLE
4513572,2022-03-26,14:41,BROOKLYN,11228.0,40.624474,-74.00668,0,0,PASSING OR LANE USAGE IMPROPER,STATION WAGON/SPORT UTILITY VEHICLE
4513591,2022-03-26,18:00,QUEENS,11361.0,40.76532,-73.771904,0,0,UNSPECIFIED,SEDAN
4514011,2022-03-26,13:30,UNKNOWN,,40.597683,-73.96686,0,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4513701,2022-03-26,13:20,STATEN ISLAND,10305.0,40.609768,-74.06969,1,0,TRAFFIC CONTROL DISREGARDED,STATION WAGON/SPORT UTILITY VEHICLE
4514155,2022-03-25,21:35,MANHATTAN,10035.0,40.798286,-73.938705,0,0,FOLLOWING TOO CLOSELY,TAXI
4514334,2022-03-23,21:00,QUEENS,11354.0,40.776764,-73.848015,0,0,UNSPECIFIED,SEDAN
4513548,2022-03-26,12:00,QUEENS,11377.0,40.747498,-73.91309,0,0,UNSPECIFIED,SEDAN
4514046,2022-03-26,13:28,BROOKLYN,11206.0,40.701637,-73.942276,1,0,FOLLOWING TOO CLOSELY,STATION WAGON/SPORT UTILITY VEHICLE
4513581,2022-03-26,19:12,QUEENS,11419.0,40.69349,-73.826546,0,0,UNSAFE SPEED,STATION WAGON/SPORT UTILITY VEHICLE
4513772,2022-03-26,21:29,QUEENS,11374.0,40.726463,-73.85943,1,0,UNSAFE SPEED,BIKE
4514221,2022-03-25,13:21,BRONX,10458.0,40.856434,-73.886826,1,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4514277,2022-03-22,8:20,BRONX,10467.0,40.87151,-73.87057,1,0,TURNING IMPROPERLY,SEDAN
4514166,2022-03-26,22:30,BROOKLYN,11238.0,40.68686,-73.96758,0,0,PASSING OR LANE USAGE IMPROPER,SEDAN
4513691,2022-03-26,11:20,UNKNOWN,,40.624763,-73.96518,1,0,ALCOHOL INVOLVEMENT,SEDAN
4513782,2022-03-26,18:17,QUEENS,11422.0,40.678417,-73.729225,0,0,PASSING OR LANE USAGE IMPROPER,SEDAN
4514390,2022-03-14,10:30,QUEENS,11433.0,40.692596,-73.79078,0,0,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE
4514215,2022-03-26,1:30,UNKNOWN,,40.734486,-73.891754,0,0,DRIVER INATTENTION/DISTRACTION,PICK-UP TRUCK
4513994,2022-03-26,3:23,BRONX,10475.0,40.88399,-73.82641,1,0,FOLLOWING TOO CLOSELY,BOX TRUCK
4513503,2022-03-26,1:45,BROOKLYN,11238.0,40.683872,-73.95998,0,0,DRIVER INATTENTION/DISTRACTION,TAXI
4514151,2022-03-05,14:52,MANHATTAN,10035.0,40.799484,-73.92929,0,0,UNSPECIFIED,SEDAN
4513655,2022-03-26,20:27,UNKNOWN,,40.70839,-74.00482,0,0,PASSING OR LANE USAGE IMPROPER,SEDAN
4514070,2022-03-26,18:19,MANHATTAN,10019.0,40.766502,-73.99418,0,0,UNSPECIFIED,SEDAN
4513952,2022-03-26,23:00,QUEENS,11420.0,40.676304,-73.816284,0,0,ALCOHOL INVOLVEMENT,STATION WAGON/SPORT UTILITY VEHICLE
4513827,2022-03-26,18:00,BROOKLYN,11207.0,40.66447,-73.89593,0,0,UNSAFE SPEED,SEDAN
4514285,2022-03-23,20:40,UNKNOWN,,40.709835,-74.014885,0,0,UNSAFE SPEED,STATION WAGON/SPORT UTILITY VEHICLE
4521782,2022-04-24,11:45,UNKNOWN,,40.585342,-73.94157,0,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4457012,2021-09-11,12:01,MANHATTAN,10016.0,40.746395,-73.9856,0,0,PASSING OR LANE USAGE IMPROPER,STATION WAGON/SPORT UTILITY VEHICLE
4457022,2021-09-10,11:00,BROOKLYN,11230.0,40.617004,-73.96912,0,0,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE
4456987,2021-09-11,20:15,MANHATTAN,10013.0,40.718662,-74.00615,0,0,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE
4456970,2021-09-09,8:15,BROOKLYN,11238.0,40.680664,-73.97028,0,0,BACKING UNSAFELY,
4485574,2021-12-10,23:07,BROOKLYN,11233.0,40.67392,-73.91012,0,0,UNSPECIFIED,SEDAN
4485894,2021-12-10,21:50,UNKNOWN,,40.806835,-73.924355,0,0,OTHER VEHICULAR,STATION WAGON/SPORT UTILITY VEHICLE
4485637,2021-11-27,5:40,BROOKLYN,11234.0,40.627735,-73.920105,0,0,UNSPECIFIED,SEDAN
4484930,2021-12-09,5:15,UNKNOWN,,0.0,0.0,1,0,TRAFFIC CONTROL DISREGARDED,SEDAN
4484996,2021-12-08,12:58,BROOKLYN,11225.0,40.661263,-73.955765,0,0,UNSPECIFIED,CONVERTIBLE
4484861,2021-12-08,17:50,UNKNOWN,,40.844883,-73.907295,0,0,FOLLOWING TOO CLOSELY,TRACTOR TRUCK DIESEL
4485177,2021-12-10,4:30,QUEENS,11369.0,40.76104,-73.88162,0,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4485316,2021-12-10,21:22,UNKNOWN,,40.669777,-73.9583,1,0,FAILURE TO YIELD RIGHT-OF-WAY,STATION WAGON/SPORT UTILITY VEHICLE
4485668,2021-12-10,8:30,BRONX,10457.0,40.839443,-73.90436,0,0,UNSAFE LANE CHANGING,AMBULANCE
4485385,2021-12-10,12:15,QUEENS,11101.0,40.75245,-73.94507,0,0,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE
4484892,2021-12-08,14:38,BROOKLYN,11217.0,40.687748,-73.980125,0,0,PASSING TOO CLOSELY,STATION WAGON/SPORT UTILITY VEHICLE
4485246,2021-12-03,13:40,UNKNOWN,,40.87356,-73.81853,0,0,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE
4485893,2021-12-10,8:50,BRONX,10455.0,40.8176,-73.90373,1,0,OTHER VEHICULAR,STATION WAGON/SPORT UTILITY VEHICLE
4485586,2021-12-09,19:45,BROOKLYN,11236.0,40.638428,-73.91275,0,0,UNSPECIFIED,SEDAN
4485696,2021-12-10,16:07,MANHATTAN,10027.0,40.813885,-73.95211,0,0,UNSPECIFIED,SEDAN
4485123,2021-12-08,6:37,UNKNOWN,,,,0,0,FOLLOWING TOO CLOSELY,SEDAN
4485914,2021-12-10,21:20,MANHATTAN,10028.0,40.77733,-73.95456,0,0,UNSAFE SPEED,STATION WAGON/SPORT UTILITY VEHICLE
4485304,2021-12-10,23:16,UNKNOWN,,40.713135,-74.00407,0,0,FAILURE TO YIELD RIGHT-OF-WAY,STATION WAGON/SPORT UTILITY VEHICLE
4485055,2021-12-09,17:21,UNKNOWN,,40.775486,-73.98217,2,0,DRIVER INATTENTION/DISTRACTION,TAXI
4485539,2021-12-09,7:30,BROOKLYN,11223.0,40.591137,-73.97752,0,0,UNSPECIFIED,SEDAN
4485241,2021-11-24,23:58,UNKNOWN,,40.865536,-73.92728,1,0,PEDESTRIAN/BICYCLIST/OTHER PEDESTRIAN ERROR/CONFUSION,
4485153,2021-12-09,17:00,MANHATTAN,10019.0,40.76551,-73.97795,1,0,FOLLOWING TOO CLOSELY,TAXI
4484897,2021-12-08,8:15,BROOKLYN,11230.0,40.63311,-73.97217,0,0,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE
4456035,2021-09-11,2:20,UNKNOWN,,40.823772,-73.87245,1,0,ALCOHOL INVOLVEMENT,PICK-UP TRUCK
4456704,2021-07-09,12:00,UNKNOWN,,40.84497,-73.90247,0,0,PASSING TOO CLOSELY,STATION WAGON/SPORT UTILITY VEHICLE
4456122,2021-09-11,15:25,UNKNOWN,,,,0,0,UNSPECIFIED,SEDAN
4456919,2021-09-10,14:50,UNKNOWN,,40.675507,-74.00075,0,0,UNSPECIFIED,BOX TRUCK
4456686,2021-07-01,17:45,QUEENS,11691.0,40.609535,-73.75372,0,0,PASSING OR LANE USAGE IMPROPER,STATION WAGON/SPORT UTILITY VEHICLE
4456588,2021-07-07,13:45,MANHATTAN,10014.0,40.730446,-74.00431,0,0,DRIVER INEXPERIENCE,STATION WAGON/SPORT UTILITY VEHICLE
4456879,2021-09-11,12:00,QUEENS,11432.0,40.721645,-73.8026,0,0,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE
4456573,2021-07-07,17:30,UNKNOWN,,40.853477,-73.82622,0,0,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE
4455749,2021-09-11,2:55,QUEENS,11420.0,40.66901,-73.80265,0,0,ALCOHOL INVOLVEMENT,SEDAN
4456087,2021-09-11,17:15,STATEN ISLAND,10310.0,40.629475,-74.1123,1,0,UNSPECIFIED,SEDAN
4456941,2021-09-03,17:14,BROOKLYN,11231.0,40.6843,-73.99724,0,0,PASSING TOO CLOSELY,STATION WAGON/SPORT UTILITY VEHICLE
4456691,2021-07-08,12:30,UNKNOWN,,40.767612,-73.950005,0,0,FOLLOWING TOO CLOSELY,TAXI
4456765,2021-08-23,11:50,UNKNOWN,,40.80066,-73.9544,1,0,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE
4456435,2021-09-11,21:34,BRONX,10469.0,40.87645,-73.848175,0,0,TURNING IMPROPERLY,SEDAN
4456181,2021-09-11,11:30,QUEENS,11373.0,40.737865,-73.876144,0,0,PASSING OR LANE USAGE IMPROPER,SEDAN
4456550,2021-09-06,10:34,UNKNOWN,,40.764103,-73.93277,1,0,REACTION TO UNINVOLVED VEHICLE,SEDAN
4456615,2021-07-08,15:56,UNKNOWN,,40.66735,-73.76994,1,0,OTHER VEHICULAR,SEDAN
4456647,2021-07-07,23:06,UNKNOWN,,40.824265,-73.95642,0,0,PASSING TOO CLOSELY,SEDAN
4455820,2021-09-11,6:51,UNKNOWN,,40.702045,-73.9156,0,0,BACKING UNSAFELY,SEDAN
4456845,2021-09-07,12:30,UNKNOWN,,40.85306,-73.931,1,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4456191,2021-09-11,4:10,MANHATTAN,10033.0,0.0,0.0,0,0,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE
4456586,2021-07-08,9:25,UNKNOWN,,40.697315,-73.932274,0,0,TURNING IMPROPERLY,STATION WAGON/SPORT UTILITY VEHICLE
4456718,2021-09-11,6:40,UNKNOWN,,40.679344,-73.859535,0,0,PASSING TOO CLOSELY,SEDAN
4456821,2021-09-11,17:35,QUEENS,11435.0,40.708923,-73.81877,0,0,UNSPECIFIED,SEDAN
4456608,2021-07-08,17:17,STATEN ISLAND,10304.0,40.60203,-74.09572,1,0,LOST CONSCIOUSNESS,SEDAN
4456531,2021-09-10,3:00,UNKNOWN,,40.693787,-73.81173,1,0,UNSAFE SPEED,STATION WAGON/SPORT UTILITY VEHICLE
4455832,2021-09-11,5:59,BRONX,10459.0,40.826767,-73.888855,0,0,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE
4456735,2021-09-09,11:39,STATEN ISLAND,10306.0,40.56692,-74.116234,1,0,PASSING OR LANE USAGE IMPROPER,SEDAN
4408019,2021-04-13,17:30,QUEENS,11106.0,,,0,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4456734,2021-09-11,17:40,BROOKLYN,11228.0,40.623913,-74.00726,0,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4455983,2021-09-11,22:15,UNKNOWN,,40.592422,-73.99508,0,0,FOLLOWING TOO CLOSELY,SEDAN
4456323,2021-09-11,7:15,BROOKLYN,11207.0,40.6783,-73.88988,0,0,UNSPECIFIED,SEDAN
4456889,2021-09-10,17:00,QUEENS,11372.0,40.748962,-73.89176,0,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4456679,2021-07-08,11:33,BROOKLYN,11236.0,40.631508,-73.90506,0,0,DRIVER INEXPERIENCE,SEDAN
4456373,2021-09-11,21:48,UNKNOWN,,40.677322,-73.790955,0,0,ALCOHOL INVOLVEMENT,STATION WAGON/SPORT UTILITY VEHICLE
4513885,2022-03-26,10:30,UNKNOWN,,40.57666,-73.965836,0,0,FOLLOWING TOO CLOSELY,STATION WAGON/SPORT UTILITY VEHICLE
4456758,2021-09-11,19:00,UNKNOWN,,40.804585,-73.94782,1,0,TRAFFIC CONTROL DISREGARDED,TAXI
4456498,2021-09-11,22:23,BRONX,10452.0,40.832916,-73.92939,0,0,FOLLOWING TOO CLOSELY,STATION WAGON/SPORT UTILITY VEHICLE
4455941,2021-09-11,15:00,QUEENS,11428.0,40.722515,-73.73332,1,0,UNSPECIFIED,SEDAN
4456778,2021-09-10,10:20,QUEENS,11419.0,40.692127,-73.83484,2,0,FAILURE TO YIELD RIGHT-OF-WAY,SEDAN
4455883,2021-09-11,0:00,BRONX,10474.0,40.807537,-73.8798,0,0,TRAFFIC CONTROL DISREGARDED,STATION WAGON/SPORT UTILITY VEHICLE
4456627,2021-07-06,15:01,BRONX,10467.0,40.878128,-73.86944,0,0,OTHER VEHICULAR,STATION WAGON/SPORT UTILITY VEHICLE
4456640,2021-07-09,4:00,UNKNOWN,,40.75777,-73.854164,0,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4456812,2021-09-10,8:45,BROOKLYN,11212.0,40.6569,-73.907486,0,0,UNSPECIFIED,SEDAN
4455924,2021-09-11,11:51,UNKNOWN,,40.845024,-73.92632,1,0,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE
4455894,2021-09-11,18:50,BRONX,10459.0,40.817795,-73.89319,1,0,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE
4456596,2021-07-02,7:10,UNKNOWN,,40.81915,-73.93062,1,0,DRIVER INEXPERIENCE,STATION WAGON/SPORT UTILITY VEHICLE
4456742,2021-09-06,13:26,STATEN ISLAND,10314.0,40.591778,-74.12734,0,0,BACKING UNSAFELY,SEDAN
4455969,2021-09-11,5:30,QUEENS,11101.0,40.753994,-73.94244,1,0,FOLLOWING TOO CLOSELY,STATION WAGON/SPORT UTILITY VEHICLE
4455841,2021-09-11,12:55,MANHATTAN,10012.0,40.724846,-73.999,1,0,PASSING OR LANE USAGE IMPROPER,STATION WAGON/SPORT UTILITY VEHICLE
4456497,2021-09-11,14:00,UNKNOWN,,,,2,0,FOLLOWING TOO CLOSELY,STATION WAGON/SPORT UTILITY VEHICLE
4456711,2021-07-09,12:30,UNKNOWN,,40.822933,-73.93813,0,0,OTHER VEHICULAR,BOX TRUCK
4456154,2021-09-11,13:00,UNKNOWN,,40.680477,-73.951164,1,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4456204,2021-09-11,15:00,BROOKLYN,11203.0,40.648243,-73.929,0,0,BACKING UNSAFELY,SEDAN
4456683,2021-07-08,15:30,BROOKLYN,11236.0,40.64366,-73.90067,1,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4456696,2021-07-09,11:15,UNKNOWN,,40.6843,-73.94121,0,0,PASSING TOO CLOSELY,STATION WAGON/SPORT UTILITY VEHICLE
4456521,2021-09-02,10:45,UNKNOWN,,40.602425,-74.091354,1,0,LOST CONSCIOUSNESS,SEDAN
4456865,2021-09-07,17:35,BROOKLYN,11225.0,40.662037,-73.95077,1,0,DRIVER INATTENTION/DISTRACTION,FLAT BED
4456389,2021-09-11,19:08,BROOKLYN,11217.0,40.68164,-73.98568,0,0,FOLLOWING TOO CLOSELY,TAXI
4456512,2021-09-11,10:25,MANHATTAN,10128.0,40.781315,-73.94614,0,0,BACKING UNSAFELY,STATION WAGON/SPORT UTILITY VEHICLE
4455860,2021-09-11,14:00,UNKNOWN,,40.74498,-73.89325,0,0,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE
4456782,2021-08-29,0:12,UNKNOWN,,40.6117,-74.13918,1,0,DRIVER INATTENTION/DISTRACTION,MOTORCYCLE
4455949,2021-09-11,23:48,BROOKLYN,11234.0,40.616295,-73.92991,0,0,UNSAFE SPEED,STATION WAGON/SPORT UTILITY VEHICLE
4456097,2021-09-11,1:45,QUEENS,11356.0,40.78322,-73.84586,0,0,FAILURE TO YIELD RIGHT-OF-WAY,STATION WAGON/SPORT UTILITY VEHICLE
4456623,2021-07-08,17:13,BRONX,10469.0,40.87122,-73.83709,0,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4456775,2021-09-09,11:39,QUEENS,11416.0,40.680077,-73.852684,0,0,FAILURE TO YIELD RIGHT-OF-WAY,SEDAN
4456664,2021-07-06,19:00,BRONX,10457.0,40.843384,-73.88987,0,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4456370,2021-09-11,17:19,UNKNOWN,,40.680023,-73.794624,0,0,PASSING TOO CLOSELY,SEDAN
4456567,2021-07-06,18:00,BROOKLYN,11222.0,40.72937,-73.955444,0,0,OBSTRUCTION/DEBRIS,SEDAN
4456628,2021-07-05,17:20,BROOKLYN,11208.0,40.683754,-73.88565,0,0,DRIVER INEXPERIENCE,E-BIKE
4456844,2021-09-11,9:10,UNKNOWN,,40.70413,-73.76984,0,0,TURNING IMPROPERLY,STATION WAGON/SPORT UTILITY VEHICLE
4455985,2021-09-11,21:45,BROOKLYN,11223.0,40.609985,-73.96239,0,0,UNSPECIFIED,SEDAN
4456655,2021-07-09,6:51,BROOKLYN,11208.0,40.673676,-73.86576,1,0,VIEW OBSTRUCTED/LIMITED,SEDAN
4456058,2021-09-11,21:00,MANHATTAN,10168.0,40.751442,-73.97606,1,0,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE
4456600,2021-07-08,14:30,BRONX,10464.0,40.86514,-73.801544,1,0,UNSPECIFIED,SEDAN
4455907,2021-09-11,18:38,QUEENS,11375.0,40.72218,-73.84406,0,0,PASSING OR LANE USAGE IMPROPER,SEDAN
4456549,2021-09-11,15:28,MANHATTAN,10035.0,40.797924,-73.9296,0,0,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE
4456897,2021-09-05,16:40,UNKNOWN,,40.626373,-73.99754,0,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4456407,2021-09-11,5:26,UNKNOWN,,40.883133,-73.882095,1,0,LOST CONSCIOUSNESS,SEDAN
4456480,2021-09-11,12:30,BRONX,10470.0,40.90222,-73.85589,0,0,AGGRESSIVE DRIVING/ROAD RAGE,SEDAN
4456829,2021-09-10,12:10,QUEENS,11366.0,40.72717,-73.78739,0,0,BACKING UNSAFELY,MOTORCYCLE
4456660,2021-06-26,10:30,QUEENS,11691.0,40.600792,-73.76711,0,0,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE
4456715,2021-07-01,21:00,UNKNOWN,,40.84434,-73.91475,0,0,UNSAFE LANE CHANGING,SEDAN
4408080,2021-04-16,17:55,BROOKLYN,11233.0,40.67922,-73.90405,0,0,UNSPECIFIED,SEDAN
4456543,2021-09-11,13:10,MANHATTAN,10035.0,40.802982,-73.93815,0,0,DRIVER INATTENTION/DISTRACTION,TAXI
4456592,2021-07-04,0:58,BROOKLYN,11222.0,40.731544,-73.955315,1,0,DRIVER INATTENTION/DISTRACTION,SEDAN
4456140,2021-09-11,2:38,QUEENS,11420.0,40.683323,-73.80648,1,0,UNSAFE SPEED,STATION WAGON/SPORT UTILITY VEHICLE
4456577,2021-07-04,21:00,BROOKLYN,11222.0,40.732006,-73.95795,1,0,ALCOHOL INVOLVEMENT,SEDAN
4456200,2021-09-11,18:00,BROOKLYN,11212.0,40.6544,-73.92044,1,0,FAILURE TO YIELD RIGHT-OF-WAY,SEDAN
4456687,2021-07-02,16:45,QUEENS,11692.0,40.589592,-73.786385,0,0,UNSAFE SPEED,SEDAN
4456076,2021-09-11,15:10,UNKNOWN,,40.736164,-73.97891,0,0,TRAFFIC CONTROL DISREGARDED,BIKE
